attendance_id,enrollment_id,session_date,status
A014382,E0218,08/25/2026,Present
A010844,E0170,2025-09-11,Present
A004044,E0055,2024-01-16,Present
A009381,E0133,2025-04-08,Present
A008206,E0116,2024-11-07,P
A005741,E0084,2025-01-14,Present
A005771,E0085,2024-09-05,PRESENT
A011581,E0180,2026-05-12,Present
A005002,E0069,05/30/2024,Present
A009602,E0136,2025-04-22,Present
A009237,E0131,2024-09-26,Present
A009086,E0129,09/10/2024,P
A013962,E0214,04/28/2026,Present
A005043,E0070,06/06/2024,Present
A000047,E0001,03/05/2024,Absent
A000851,E0013,2023-09-26,Present
A002702,E0037,2024-06-04,Present
A000374,E0005,2024-06-11,Present
A005997,E0087,2024-11-14,Present
A000928,E0014,10/03/2023,Present
A008286,E0117,2024-12-10,Present
A001373,E0020,2023-09-14,Tardy
A001108,E0016,2024-01-30,present
A008119,E0115,2024-09-19,PRESENT
A002453,E0034,2024-03-07,Absent
A013303,E0206,2025-09-16,Present
A001767,E0025,2023-11-21,Present
A015186,E0228,2026-07-29,Absent
A009953,E0141,2025-02-25,Present
A002752,E0038,2024-03-05,Present
A011174,E0175,10/30/2025,Present
A011302,E0176,2026-06-11,Present
A014037,E0214,2026-09-07,Present
A015064,E0227,2026-06-01,Present
A010858,E0170,2025-10-30,Tardy
A010516,E0159,2025-07-05,PRESENT
A001327,E0019,01/09/2024,Present
A014216,E0216,09/10/2026,Present
A005295,E0077,03/21/2024,Present
A014304,E0217,09/10/2026,Tardy
A008583,E0121,2025-01-07,Present
A005275,E0076,2024-05-30,Present
A012912,E0200,2026-02-26,Present
A012730,E0198,2025-09-25,Tardy
A009503,E0135,2025-01-14,Present
A015079,E0227,2026-06-25,Present
A000177,E0003,2023-12-19,Present
A011744,E0184,2025-09-18,Absent
A003533,E0048,06/05/2024,Present
A007732,E0109,2024-10-15,Present
A011685,E0183,2025-11-04,Present
A006557,E0094,2024-08-13,Present
A008799,E0124,2025-05-15,Present
A009113,E0129,2024-12-19,Present
A007145,E0100,2025-01-14,Present
A013478,E0208,2026-01-22,Present
A000201,E0003,2024-03-19,Absent
A002302,E0032,2024-03-05,Present
A003704,E0050,2024-04-10,Present
A011585,E0180,2026-05-26,Present
A000469,E0007,2024-01-16,Absent
A009464,E0134,2025-05-20,Present
A009727,E0138,2025-01-30,Present
A006563,E0094,2024-08-22,Present
A013630,E0210,2026-06-02,Present
A000432,E0006,2024-04-09,Tardy
A012128,E0189,2025-12-18,Present
A004394,E0058,2024-04-11,Absent
A005319,E0077,2024-06-18,Present
A010945,E0171,01/13/2026,Present
A014128,E0215,2026-09-10,Present
A011820,E0185,10/02/2025,Present
A004601,E0061,2024-01-11,P
A007653,E0108,2024-09-24,Present
A000281,E0004,2024-04-04,Present
A002309,E0032,2024-03-28,Present
A005441,E0081,2024-02-15,Present
A011731,E0183,2026-05-12,Present
A004527,E0060,2024-02-27,Tardy
A007811,E0110,2025-03-11,Present
A007753,E0109,2025-01-14,Present
A000709,E0011,2023-10-24,Present
A013521,E0209,04/27/2026,Present
A012855,E0199,2026-04-28,Absent
A014874,E0224,2026-06-23,Present
A009921,E0141,10/17/2024,Present
A000519,E0008,2023-10-05,Present
A010241,E0145,2025-02-11,present
A000440,E0007,2023-09-21,P
A002335,E0033,2023-09-26,Present
A013108,E0203,2025-12-04,Present
A011561,E0180,2026-02-24,Present
A014517,E0220,06/15/2026,Present
A000260,E0004,2024-01-23,Present
A005291,E0077,03/07/2024,Present
A011500,E0179,04/02/2026,Present
A001523,E0022,2023-09-14,Present
A003061,E0042,2024-06-06,Present
A001124,E0016,2024-03-26,P
A005854,E0086,2024-08-20,Present
A011332,E0177,2026-01-08,PRESENT
A010835,E0169,2026-01-27,Present
A000028,E0001,2023-12-21,Present
A009453,E0134,2025-04-03,Present
A007309,E0102,2025-03-18,Present
A005548,E0082,2024-12-19,Present
A010787,E0168,2026-04-28,Present
A011409,E0178,2026-01-27,Present
A010960,E0171,2026-03-05,Present
A010472,E0156,2025-02-13,Present
A007584,E0107,2024-10-08,present
A008673,E0123,10/17/2024,Present
A014394,E0218,2026-09-15,Present
A008523,E0120,2025-02-20,Present
A005404,E0080,2024-02-22,Present
A010926,E0171,2025-10-16,Present
A012927,E0200,2026-04-28,Present
A005965,E0087,2024-09-19,Present
A004404,E0059,2024-01-17,Present
A001618,E0023,2023-11-30,Present
A005862,E0086,09/03/2024,Present
A011702,E0183,2026-01-22,Present
A012900,E0200,2026-01-15,Present
A008342,E0118,2024-10-03,Present
A001490,E0021,2024-02-22,Present
A010973,E0171,04/28/2026,Present
A012031,E0188,09/16/2025,Present
A004169,E0056,02/28/2024,Present
A002035,E0028,2024-05-07,Present
A002849,E0040,2023-10-17,Present
A010190,E0144,2025-05-06,Present
A001324,E0019,2023-12-21,Present
A010773,E0168,2026-03-03,Present
A007856,E0111,2024-11-14,Present
A013336,E0206,2026-01-29,PRESENT
A005861,E0086,2024-09-02,Present
A011855,E0185,2026-02-24,Present
A013001,E0201,2026-05-05,Present
A007773,E0110,2024-10-10,PRESENT
A010703,E0167,2025-11-11,Present
A013507,E0208,2026-05-12,Present
A013011,E0201,2026-06-09,Present
A006028,E0087,2025-01-28,Present
A007874,E0111,2025-02-04,Present
A007736,E0109,2024-10-29,Absent
A001535,E0022,2023-10-26,present
A004130,E0055,2024-06-19,Tardy
A012292,E0191,03/12/2026,Present
A007913,E0112,2024-09-19,Tardy
A009899,E0140,2025-05-08,
A010968,E0171,2026-04-02,Present
A013375,E0207,2025-09-16,Present
A010570,E0163,2025-06-24,Present
A001471,E0021,2023-12-12,Present
A013124,E0203,2026-02-12,Present
A002857,E0040,2023-11-14,Tardy
A011278,E0176,2026-03-12,P
A012129,E0189,2026-01-06,Present
A002657,E0037,2023-12-19,Present
A012340,E0192,2026-03-12,Present
A008830,E0125,2024-12-03,Present
A008785,E0124,2025-03-20,Absent
A006149,E0089,2024-11-20,Present
A002343,E0033,2023-10-24,Present
A013817,E0212,2026-06-22,Present
A013721,E0211,2026-06-08,Present
A004408,E0059,2024-01-24,Tardy
A002679,E0037,2024-03-12,Present
A005031,E0070,2024-04-25,Present
A007188,E0101,2024-09-12,Present
A002232,E0031,01/25/2024,Present
A000124,E0002,2024-03-12,Present
A006238,E0090,2024-11-13,Absent
A008038,E0113,2025-05-29,Present
A001374,E0020,2023-09-19,Present
A013890,E0213,2026-05-26,Present
A008789,E0124,04/03/2025,P
A008280,E0117,2024-11-12,Present
A011163,E0175,2025-09-23,Present
A000274,E0004,2024-03-12,Present
A014275,E0217,2026-07-22,Present
A003609,E0049,2024-04-24,Present
A007745,E0109,2024-12-05,Tardy
A009288,E0132,2025-01-28,Present
A011612,E0181,2025-11-20,Present
A009238,E0131,2024-10-01,Present
A007780,E0110,2024-11-05,Present
A006129,E0089,2024-10-16,Present
A007259,E0101,06/12/2025,Tardy
A014160,E0216,2026-06-04,PRESENT
A003949,E0052,2024-07-03,present
A002914,E0041,2023-09-12,P
A007749,E0109,2024-12-19,Present
A006168,E0089,2025-01-13,present
A012591,E0196,2025-10-14,Present
A012771,E0198,2026-03-10,Present
A009924,E0141,2024-10-29,Present
A000795,E0012,2023-12-07,Present
A004885,E0066,2024-05-30,Present
A012747,E0198,2025-12-02,Present
A005613,E0083,2024-10-24,Present
A004192,E0056,2024-04-09,Present
A006291,E0091,2024-09-04,Present
A001321,E0019,2023-12-12,Present
A013766,E0211,2026-08-25,Present
A008643,E0122,2025-04-03,Present
A010566,E0163,2025-06-17,Present
A011697,E0183,2026-01-06,PRESENT
A009698,E0138,2024-10-03,Tardy
A005293,E0077,2024-03-14,Present
A010833,E0169,2026-01-20,Present
A003998,E0054,2024-02-19,Present
A014524,E0220,06/25/2026,Present
A005387,E0079,2024-05-14,Present
A009914,E0141,09/24/2024,present
A000020,E0001,2023-11-16,Present
A014431,E0219,2026-06-17,PRESENT
A012103,E0189,2025-09-16,Present
A009516,E0135,2025-02-27,Tardy
A005848,E0085,2025-02-06,Present
A005864,E0086,09/05/2024,Present
A014563,E0220,2026-09-05,Present
A013833,E0212,2026-07-20,Present
A010953,E0171,2026-02-10,Present
A005024,E0070,2024-03-28,Present
A008974,E0127,2025-01-23,PRESENT
A014233,E0217,2026-05-11,Present
A011901,E0186,2025-11-04,Present
A005365,E0079,2024-02-22,Present
A000658,E0009,2024-06-04,Present
A009743,E0138,2025-03-27,Present
A004059,E0055,2024-02-12,P
A001091,E0016,2023-11-16,Present
A011548,E0180,2026-01-08,Present
A008167,E0115,2025-03-25,Present
A011851,E0185,02/10/2026,Present
A009091,E0129,2024-09-26,Present
A003685,E0050,03/07/2024,Present
A004082,E0055,2024-03-21,Present
A010859,E0170,11/04/2025,Present
A014753,E0223,2026-04-27,Present
A012364,E0192,2026-06-11,Present
A001311,E0019,2023-10-31,Present
A012109,E0189,2025-10-07,Present
A013850,E0212,2026-08-18,Present
A013295,E0205,2026-05-26,Present
A012555,E0195,03/10/2026,Present
A003659,E0050,2024-01-23,Present
A004102,E0055,2024-05-01,Present
A008815,E0125,10/03/2024,Present
A007069,E0099,2024-11-04,Absent
A007672,E0108,2024-12-05,Present
A006152,E0089,2024-12-03,Tardy
A006746,E0096,2024-08-19,Present
A005928,E0086,01/15/2025,Present
A012214,E0190,2026-02-19,Present
A006180,E0089,2025-02-03,Present
A012435,E0193,2026-06-09,PRESENT
A004302,E0057,2024-05-01,Present
A005345,E0078,2024-05-02,Present
A007768,E0110,2024-09-24,Present
A010851,E0170,2025-10-07,Present
A013921,E0213,2026-07-20,Present
A008205,E0116,11/05/2024,Present
A001164,E0017,11/09/2023,Present
A011378,E0178,09/18/2025,Present
A000189,E0003,2024-02-06,Present
A008661,E0122,06/12/2025,Present
A003754,E0051,2024-01-15,Present
A000609,E0009,2023-12-05,Present
A012294,E0192,2025-09-11,Present
A001227,E0018,2023-09-28,Present
A003438,E0047,2024-02-19,Absent
A003703,E0050,2024-04-09,Present
A004340,E0058,2024-01-09,Present
A004148,E0056,2024-01-23,Present
A014444,E0219,2026-07-09,Present
A011621,E0181,2026-01-13,Present
A000219,E0003,2024-05-23,Present
A003985,E0054,2024-01-25,Present
A000361,E0005,2024-04-25,Present
A005640,E0083,2024-12-18,PRESENT
A010304,E0146,2025-01-07,Absent
A013737,E0211,2026-07-06,P
A000328,E0005,2023-12-21,Present
A015199,E0228,08/20/2026,Present
A004886,E0066,2024-06-04,Present
A012605,E0196,2025-12-09,Present
A015182,E0228,2026-07-22,Present
A005107,E0072,2024-04-18,Present
A007746,E0109,2024-12-10,Present
A002123,E0030,2023-09-14,Present
A003012,E0042,2023-12-07,Present
A010073,E0143,2024-11-07,Present
A013321,E0206,2025-11-18,Present
A009621,E0137,2024-09-19,Present
A013310,E0206,2025-10-09,Present
A001214,E0017,2024-05-21,Present
A008642,E0122,2025-04-01,Present
A010514,E0159,07/01/2025,Present
A006245,E0090,2024-12-03,PRESENT
A009283,E0132,2025-01-09,PRESENT
A012135,E0189,2026-01-27,Present
A004746,E0063,03/12/2024,Present
A014991,E0226,2026-06-04,P
A003269,E0045,2024-04-11,P
A002158,E0030,01/30/2024,Present
A003951,E0053,2024-01-09,Present
A001890,E0026,2024-05-23,present
A010913,E0170,2026-06-09,Present
A009220,E0130,2025-05-06,Present
A007699,E0108,2025-03-20,Present
A012521,E0195,10/21/2025,Present
A013620,E0210,2026-05-14,Present
A002560,E0036,2023-09-26,P
A011080,E0173,2026-05-21,Present
A007559,E0106,2024-10-03,Present
A005397,E0079,2024-06-18,Present
A005136,E0073,2024-03-12,Present
A012546,E0195,2026-02-05,Absent
A005170,E0074,02/22/2024,Present
A003342,E0046,02/26/2024,Present
A007508,E0105,2025-01-07,Tardy
A011026,E0173,10/16/2025,Late
A008956,E0127,11/05/2024,Present
A002358,E0033,2023-12-21,Present
A007029,E0099,08/26/2024,Present
A015090,E0227,2026-07-15,Present
A011181,E0175,2025-12-02,Present
A010393,E0149,2025-02-25,Present
A011913,E0186,2026-01-06,Present
A008243,E0116,2025-04-03,Absent
A012252,E0191,2025-10-02,present
A003661,E0050,2024-01-25,Present
A009479,E0135,2024-10-03,Present
A011686,E0183,2025-11-06,Present
A005910,E0086,12/03/2024,Present
A008958,E0127,2024-11-12,P
A013283,E0205,04/07/2026,Present
A002499,E0035,2023-11-14,Absent
A005376,E0079,2024-04-02,Present
A003560,E0049,2024-01-24,Present
A003317,E0046,2024-01-11,Present
A015082,E0227,2026-07-01,Present
A002268,E0032,2023-10-24,Present
A003195,E0044,2024-04-09,Present
A013749,E0211,2026-07-27,Present
A006189,E0090,2024-08-20,Absent
A001563,E0022,2024-02-15,Tardy
A001984,E0028,2023-10-24,Present
A012110,E0189,2025-10-09,Present
A009595,E0136,2025-03-20,Present
A005124,E0072,2024-06-18,Present
A004014,E0054,2024-03-18,Present
A005447,E0081,2024-03-07,Present
A005497,E0082,09/16/2024,Present
A007317,E0102,2025-04-22,PRESENT
A004460,E0059,04/30/2024,Present
A001796,E0025,2024-03-14,P
A014699,E0222,2026-06-24,Tardy
A006422,E0092,2024-11-11,Present
A012268,E0191,2025-12-04,Present
A014684,E0222,2026-05-28,Present
A009579,E0136,2025-01-23,Present
A000386,E0006,2023-10-17,
A006740,E0095,2025-02-05,Excused
A007808,E0110,2025-02-27,Present
A007071,E0099,2024-11-06,Present
A003308,E0045,2024-06-25,Present
A000312,E0005,10/19/2023,Tardy
A011643,E0182,2025-10-07,Present
A014796,E0223,2026-07-09,Present
A005305,E0077,2024-04-30,Present
A012699,E0197,2026-03-10,Present
A003547,E0048,2024-07-01,Present
A010467,E0156,02/05/2025,Present
A015110,E0227,2026-08-19,Present
A012780,E0198,2026-04-09,Tardy
A003910,E0052,2024-04-25,Present
A001054,E0015,2024-04-11,Present
A010885,E0170,2026-02-24,Present
A013364,E0206,05/14/2026,Present
A004915,E0067,2024-04-30,Present
A010163,E0144,01/23/2025,Present
A008889,E0126,2024-12-03,Present
A009233,E0131,2024-09-12,Present
A012286,E0191,2026-02-19,Tardy
A000354,E0005,2024-03-28,Present
A005095,E0072,2024-03-05,Present
A007503,E0105,2024-12-10,Present
A006500,E0093,10/15/2024,Tardy
A004296,E0057,2024-04-22,Tardy
A008770,E0124,01/28/2025,Present
A006585,E0094,2024-10-01,Present
A004402,E0059,2024-01-15,Present
A002190,E0030,2024-05-23,Present
A000015,E0001,2023-10-31,Present
A004561,E0060,2024-05-01,Present
A014711,E0222,2026-07-15,Present
A000534,E0008,2023-12-05,Present
A009309,E0132,2025-04-10,Present
A013955,E0213,2026-09-16,P
A013025,E0202,2025-10-21,Present
A004035,E0054,2024-04-29,Excused
A001534,E0022,10/24/2023,Present
A006930,E0098,08/14/2024,Present
A013411,E0207,2026-02-10,Present
A002958,E0041,2024-02-27,Tardy
A014353,E0218,2026-07-06,Present
A010990,E0172,2025-09-18,Present
A015051,E0227,2026-05-07,Present
A009705,E0138,2024-10-29,Present
A000569,E0008,2024-04-11,Present
A011620,E0181,2026-01-08,Present
A005071,E0071,04/30/2024,Present
A000032,E0001,2024-01-11,Present
A005156,E0073,05/23/2024,Present
A000122,E0002,2024-03-05,Present
A011624,E0181,2026-01-22,Present
A011888,E0186,2025-09-18,Present
A008945,E0127,2024-09-26,Present
A008210,E0116,2024-11-21,Present
A006423,E0092,2024-11-12,Present
A000733,E0011,2024-01-30,Exc.
A001749,E0025,2023-09-19,Present
A005663,E0084,2024-08-12,Present
A000080,E0002,09/26/2023,Present
A005480,E0082,2024-08-15,Present
A009887,E0140,2025-03-20,Present
A000411,E0006,2024-01-25,Present
A007714,E0108,2025-05-20,Tardy
A008333,E0117,2025-06-10,Present
A012029,E0188,2025-09-09,P
A004415,E0059,2024-02-06,Excused
A009416,E0134,2024-11-07,Present
A002406,E0034,2023-09-12,present
A008936,E0126,2025-06-03,Present
A010669,E0166,2026-04-21,Present
A010250,E0145,2025-03-13,Present
A008651,E0122,2025-05-08,Present
A013256,E0205,12/18/2025,Present
A011022,E0173,2025-10-02,Present
A001454,E0021,2023-10-05,Present
A009177,E0130,2024-11-12,Present
A014212,E0216,2026-09-03,Present
A008154,E0115,2025-02-06,Present
A011087,E0174,2025-09-09,Excused
A010813,E0169,2025-10-21,Present
A008995,E0127,2025-04-08,excused
A012178,E0190,2025-09-25,P
A008202,E0116,2024-10-24,present
A001531,E0022,2023-10-12,PRESENT
A001255,E0018,01/18/2024,Present
A010384,E0149,2025-02-10,
A008695,E0123,2025-01-21,Present
A009374,E0133,2025-03-13,Absent
A011679,E0183,2025-10-14,Present
A013560,E0209,2026-07-02,Present
A013607,E0210,2026-04-22,Present
A014565,E0220,2026-09-07,present
A011659,E0182,12/09/2025,Present
A007541,E0105,2025-05-08,Present
A015073,E0227,2026-06-16,Present
A011692,E0183,2025-12-04,Present
A010706,E0167,2025-11-20,Present
A003680,E0050,2024-02-28,Present
A012032,E0188,2025-09-18,Present
A008569,E0121,2024-10-31,Present
A001684,E0024,10/24/2023,Present
A008586,E0121,01/16/2025,Present
A013437,E0207,2026-05-19,Present
A012787,E0198,05/12/2026,Present
A006706,E0095,2024-11-19,Present
A002100,E0029,2024-03-28,P
A010609,E0165,2025-07-07,Present
A010262,E0145,05/01/2025,Present
A014141,E0216,2026-05-04,Present
A000456,E0007,2023-11-16,Present
A013759,E0211,2026-08-12,Present
A009574,E0136,2025-01-07,Present
A014630,E0221,2026-07-28,Present
A008453,E0119,2025-03-04,PRESENT
A012496,E0194,2026-04-30,Present
A009714,E0138,2024-12-05,Present
A015112,E0227,2026-08-24,Present
A002217,E0031,2023-11-21,Present
A014831,E0223,2026-09-09,Present
A006665,E0095,09/09/2024,Present
A008584,E0121,2025-01-09,Absent
A010672,E0166,2026-04-30,Present
A012377,E0193,2025-10-21,Present
A013252,E0205,2025-12-04,Present
A007235,E0101,2025-03-13,Present
A009163,E0130,2024-09-24,Present
A013236,E0205,10/02/2025,Present
A004639,E0061,2024-03-19,Present
A000174,E0003,2023-12-07,Present
A003992,E0054,2024-02-07,Absent
A000051,E0001,2024-03-19,Present
A005220,E0075,2024-04-02,Excused
A011019,E0173,2025-09-23,Present
A002956,E0041,2024-02-20,Present
A004293,E0057,2024-04-10,Present
A000400,E0006,2023-12-12,Present
A000750,E0011,2024-03-28,Present
A013440,E0207,2026-05-28,Tardy
A007345,E0103,2024-10-22,Present
A006561,E0094,2024-08-20,Present
A009474,E0135,2024-09-17,Tardy
A008508,E0120,2024-12-19,Present
A008986,E0127,03/06/2025,Present
A004339,E0058,2024-01-08,Present
A011400,E0178,2025-12-11,Absent
A001040,E0015,2024-02-22,Tardy
A001394,E0020,2023-12-05,Present
A001140,E0016,2024-05-23,Present
A008605,E0122,2024-11-05,Present
A011545,E0180,2025-12-16,PRESENT
A015069,E0227,2026-06-09,present
A008758,E0124,2024-12-05,Present
A007364,E0103,2025-01-14,Present
A008827,E0125,2024-11-14,Present
A012164,E0189,2026-05-14,Present
A003782,E0051,03/04/2024,Present
A008966,E0127,2024-12-17,Present
A003922,E0052,2024-05-16,Tardy
A004025,E0054,2024-04-04,Present
A014980,E0226,2026-05-18,Present
A004188,E0056,2024-04-02,Present
A007747,E0109,2024-12-12,Present
A014886,E0225,2026-05-06,Present
A004610,E0061,2024-01-29,Present
A003194,E0044,2024-04-04,Present
A010008,E0142,2024-12-12,Present
A009061,E0128,2025-03-13,Present
A007121,E0100,2024-10-03,Present
A008901,E0126,01/23/2025,P
A003014,E0042,2023-12-14,Present
A006014,E0087,2025-01-02,Present
A014627,E0221,2026-07-22,Present
A001226,E0018,2023-09-26,Present
A006804,E0096,2024-12-04,Present
A011033,E0173,2025-11-11,Present
A006606,E0094,2024-11-06,Present
A009103,E0129,2024-11-07,Present
A006138,E0089,2024-10-31,Present
A009582,E0136,2025-02-04,Absent
A002610,E0036,2024-04-02,Present
A010691,E0167,2025-09-30,Present
A010426,E0153,2025-02-04,Present
A014837,E0224,2026-04-20,Absent
A014186,E0216,2026-07-21,Present
A000001,E0001,2023-09-12,Present
A012846,E0199,03/19/2026,Present
A011935,E0186,2026-03-24,Present
A003462,E0048,2024-01-29,Present
A011057,E0173,2026-02-24,Present
A011475,E0179,2026-01-06,Present
A009005,E0127,2025-05-20,Present
A005860,E0086,08/29/2024,Excused
A010006,E0142,2024-12-05,Present
A010039,E0142,2025-04-10,present
A007970,E0113,2024-09-10,Present
A011216,E0175,2026-04-23,Present
A013613,E0210,05/04/2026,Present
A012420,E0193,04/09/2026,Present
A007467,E0104,2025-05-06,Present
A001612,E0023,2023-11-02,Present
A014333,E0218,2026-06-01,Present
A006271,E0090,2025-01-29,Present
A006127,E0089,2024-10-14,Present
A014236,E0217,2026-05-14,Present
A006848,E0097,09/03/2024,Present
A011288,E0176,2026-04-23,P
A014795,E0223,2026-07-08,Present
A008099,E0114,2025-04-10,Present
A005099,E0072,03/19/2024,Present
A011360,E0177,2026-04-23,Present
A012347,E0192,2026-04-07,Present
A009379,E0133,04/01/2025,Present
A005100,E0072,2024-03-21,Present
A002155,E0030,2024-01-18,Present
A010827,E0169,2025-12-16,present
A008047,E0114,2024-09-24,Present
A010771,E0168,2026-02-24,Present
A003485,E0048,2024-03-07,P
A000625,E0009,2024-02-06,Present
A009024,E0128,2024-10-17,Present
A006054,E0088,2024-09-12,Present
A004707,E0062,01/23/2024,Present
A003046,E0042,2024-04-11,Present
A003756,E0051,2024-01-17,Present
A004027,E0054,2024-04-09,Present
A013361,E0206,2026-05-05,Present
A002969,E0041,2024-04-04,Present
A002955,E0041,2024-02-15,present
A004356,E0058,2024-02-06,Present
A009649,E0137,2025-01-14,Present
A004901,E0067,2024-03-07,Present
A009097,E0129,10/17/2024,Present
A010481,E0157,06/16/2025,Present
A005146,E0073,2024-04-18,Present
A003878,E0052,02/26/2024,Present
A000009,E0001,2023-10-10,Present
A003669,E0050,2024-02-08,Present
A003121,E0043,2024-04-11,Present
A004281,E0057,2024-03-20,Present
A008036,E0113,2025-05-22,Present
A014839,E0224,2026-04-22,Present
A005770,E0085,09/04/2024,Present
A000451,E0007,2023-10-31,Present
A004016,E0054,2024-03-20,present
A014187,E0216,07/22/2026,Present
A012278,E0191,2026-01-22,Present
